pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_masse,pl_dens,pl_insol,pl_eqt,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,sy_dist,sy_plx,sy_dist.1,discoverymethod,disc_year,pl_type
L 98-59 b,L 98-59,2.2531154,0.02191,0.167,0.85,0.47,0.47,4.3,24.7,627.0,87.71,3367.0,0.31,0.31,-1.947,-0.5,4.86,10.6194,94.1385,10.6194,Transit,2019,Unknown
L 98-59 c,L 98-59,3.6906716,0.0304,0.049,1.34,2.25,2.25,4.77,12.8,553.0,88.11,3367.0,0.31,0.31,-1.947,-0.5,4.94,10.6194,94.1385,10.6194,Transit,2019,Unknown
L 98-59 d,L 98-59,7.450737,0.0486,0.098,1.58,2.14,2.14,3.45,5.01,416.0,88.449,3367.0,0.31,0.31,-1.947,-0.5,4.94,10.6194,94.1385,10.6194,Transit,2019,Unknown
LHS 1140 b,LHS 1140,24.73723,0.0946,0.043,1.73,5.6,5.6,5.9,0.43,226.0,89.86,3096.0,0.22,0.18,-2.42,-0.15,5.04,14.9861,66.6996,14.9861,Transit,2017,Unknown
LHS 1140 c,LHS 1140,3.77794,0.027,0.05,1.272,1.91,1.91,5.1,5.3,422.0,89.8,3096.0,0.22,0.18,-2.42,-0.15,5.04,14.9861,66.6996,14.9861,Transit,2018,Unknown
LHS 1815 b,LHS 1815,3.814334,0.0404,0.0,1.088,1.58,1.58,6.7,26.37,617.0,88.125,3643.0,0.5,0.5,-1.387,-0.12,4.77,29.8424,33.4805,29.8424,Transit,2020,Unknown
LHS 3844 b,LHS 3844,0.46292964,0.00622,,1.303,211.3008142400004,,,70.1,805.0,88.5,3036.0,0.19,0.15,-2.565,,5.06,14.8846,67.1548,14.8846,Transit,2019,Unknown
LP 714-47 b,LP 714-47,4.0520345,0.0417,0.04,4.7,30.8,30.8,1.7,38.54,700.0,87.3,3950.0,0.58,0.59,-1.125,0.41,4.64,52.616,18.9768,52.616,Transit,2020,Unknown
LP 791-18 c,LP 791-18,4.9899093,0.02961,8e-05,2.438,7.1,7.1,,2.64,324.0,89.78,2960.0,0.18,0.14,-2.638,-0.09,5.12,26.4927,37.7177,26.4927,Transit,2019,Unknown
LTT 1445 A b,LTT 1445 A,5.3587635,0.0381,0.19,1.34,2.73,2.73,6.2,5.7,431.0,89.53,3340.0,0.27,0.26,,-0.34,4.97,6.86929,145.547,6.86929,Transit,2019,Unknown
LTT 3780 b,LTT 3780,0.76837931,0.01195,0.0,1.325,2.46,2.46,5.8,111.0,903.0,86.1,3358.0,0.38,0.38,-1.783,0.06,4.85,21.9814,45.4644,21.9814,Transit,2020,Unknown
LTT 3780 c,LTT 3780,12.252284,0.0757,0.024,2.39,8.04,8.04,3.24,2.76,359.0,88.958,3358.0,0.38,0.38,-1.783,0.06,4.85,21.9814,45.4644,21.9814,Transit,2020,Unknown
LTT 9779 b,LTT 9779,0.7920641,0.01679,0.058,4.72,29.32,29.32,1.536,1013.69,1978.0,76.39,5480.0,0.95,1.02,-0.149,0.25,4.47,80.4373,12.4034,80.4373,Transit,2020,Unknown
MASCARA-4 b,MASCARA-4,2.8240759,0.047,0.0,17.15,985.273,985.273,,4913.69,2100.0,88.5,7800.0,1.92,1.75,1.087,0.0,4.1,170.696,5.8297,170.696,Transit,2020,Gas Giant
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,,0.79,,6.941823999999992,540.30829,540.30829,,,103.0,,,,0.69,,,,6890.0,,6890.0,Microlensing,2008,Unknown
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,,1.1,,5.323738000000003,23.4,23.4,,,641.104,,,,0.21,,,,7700.0,,7700.0,Microlensing,2009,Unknown
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,,0.95,,5.335572000000003,17.0,17.0,,,638.256,,,,0.11,,,,7200.0,,7200.0,Microlensing,2014,Unknown
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,,1.2,,5.367982000000004,27.0,27.0,,,641.104,,,,0.22,,,,7000.0,,7000.0,Microlensing,2018,Unknown
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,3000.0,1.1,,10.970777999999992,1500.0,1500.0,,,649.946,,,,0.86,,,,7720.0,,7720.0,Microlensing,2012,Unknown
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,,4.13,,5.377032000000003,21.77,21.77,,,719.594,,,,0.18,,,,3590.0,,3590.0,Microlensing,2016,Unknown
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,,0.24,,4.4431460000000005,33.7,33.7,,,668.502,,,,0.01,,,,7100.0,,7100.0,Microlensing,2018,Unknown
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,1.51,,11.505395999999998,1700.0,1700.0,,,685.886,,,,0.54,,,,7100.0,,7100.0,Microlensing,2017,Unknown
MOA-2016-BLG-526L b,MOA-2016-BLG-526L,,2.07,,5.335088000000003,14.93794,14.93794,,,640.848,,,,0.37,,,,6930.0,,6930.0,Microlensing,2024,Unknown
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,,,,11.201914,3813.94088,3813.94088,,,872.734,,,,0.6,,,,2600.0,,2600.0,Microlensing,2022,Gas Giant
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,,1.45,,5.403078000000003,4.83,4.83,,,722.802,,,,0.18,,,,2000.0,,2000.0,Microlensing,2023,Unknown
MOA-bin-29 b,MOA-bin-29,,0.39,,11.035117999999995,180.0,180.0,,,678.938,,,,0.07,,,,6730.0,,6730.0,Microlensing,2019,Unknown
NGTS-1 b,NGTS-1,2.6473068,0.0326,0.016,14.908,258.07796,258.07796,0.42,65.3,790.0,85.27,3916.0,0.57,0.62,,0.0,4.71,218.121,4.55577,218.121,Transit,2017,Unknown
NGTS-2 b,NGTS-2,4.511123,0.063,0.0,17.878,235.1942,235.1942,0.226,1085.35,1468.0,88.5,6478.0,1.7,1.64,,-0.06,4.2,356.391,2.77925,356.391,Transit,2018,Gas Giant
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,,2.1,,7.030153999999992,1100.0,1100.0,,,71.0,,,,0.46,,,,3100.0,,3100.0,Microlensing,2005,Unknown
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,,8.0,,5.492752000000004,60.0,60.0,,,641.094,,,,0.41,,,,6100.0,,6100.0,Microlensing,2018,Neptune-like
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,,3.8,,11.408603999999992,1200.0,1200.0,,,673.706,,,,0.59,,,,5100.0,,5100.0,Microlensing,2013,Unknown
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,,2.6,,5.405518000000004,35.0,35.0,,,727.404,,,,0.57,,,,2600.0,,2600.0,Microlensing,2016,Unknown
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,,0.702,,3.454791999999996,1.66,1.66,,,729.31,,,,0.11,,,,911.0,,911.0,Microlensing,2014,Unknown
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,,17.98,,11.53611,3150.0,3150.0,,,795.184,,,,0.28,,,,3150.0,,3150.0,Microlensing,2019,Unknown
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,,3.48,,11.067503999999994,206.58846,206.58846,,,844.994,,,,0.9,,,,3500.0,,3500.0,Microlensing,2015,Gas Giant
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,,4.53,,11.445905999999992,1169.60854,1169.60854,,,780.328,,,,0.73,,,,2670.0,,2670.0,Microlensing,2016,Unknown
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,,1.6,,11.230109999999994,1100.0,1100.0,,,759.83,,,,0.3,,,,1200.0,,1200.0,Microlensing,2016,Unknown
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,2.7,,5.362892000000004,21.0,21.0,,,727.92,,,,0.38,,,,3300.0,,3300.0,Microlensing,2016,Unknown
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,0.56,,11.374487999999992,837.2,837.2,,,666.14,,,,0.06,,,,6960.0,,6960.0,Microlensing,2020,Unknown
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,3.9,,11.456017999999991,1400.0,1400.0,,,732.132,,,,0.66,,,,3840.0,,3840.0,Microlensing,2017,Unknown
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,,2.01,,11.08621,232.01474,232.01474,,,664.168,,,,0.45,,,,7930.0,,7930.0,Microlensing,2022,Unknown
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,1.98,,5.405204000000004,5.1,5.1,,,640.484,,,,0.37,,,,7200.0,,7200.0,Microlensing,2017,Unknown
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,,6.11,,5.328296000000004,8.35,8.35,,,641.164,,,,0.45,,,,7620.0,,7620.0,Microlensing,2024,Unknown
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,,1.14,,11.504333999999997,1684.49056,1684.49056,,,684.398,,,,0.6,,,,7740.0,,7740.0,Microlensing,2024,Unknown
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,4.72,,11.553713999999998,4218.0,4218.0,,,985.802,,,,0.85,,,,4080.0,,4080.0,Microlensing,2020,Gas Giant
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,1.18,,4.260783999999999,4.43,4.43,,,730.398,,,,0.23,,,,860.0,,860.0,Microlensing,2018,Unknown
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,,1.84,,5.328296000000004,5.87,5.87,,,641.206,,,,0.44,,,,6600.0,,6600.0,Microlensing,2023,Unknown
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,,3.0,,5.341612000000004,16.3,16.3,,,640.464,,,,0.63,,,,5600.0,,5600.0,Microlensing,2022,Unknown
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,,2.2,,5.362892000000004,20.1,20.1,,,642.262,,,,0.47,,,,7000.0,,7000.0,Microlensing,2022,Unknown
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,,3.02,,5.3924240000000045,1.3,1.3,,,639.882,,,,0.2,,,,6110.0,,6110.0,Microlensing,2019,Unknown
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,3140.0,1.5,0.0,9.608933999999996,350.0,350.0,,,527.188,,5912.0,,0.47,,-0.24,4.5,7200.0,,7200.0,Microlensing,2019,Unknown
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,,1.43,,11.248683999999995,524.41687,524.41687,,,651.558,,,,0.6,,,,7100.0,,7100.0,Microlensing,2022,Unknown
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,,0.8,,11.273617999999995,570.0,570.0,,,648.954,,,,0.18,,,,7100.0,,7100.0,Microlensing,2019,Unknown
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,,0.8,,11.375827999999991,890.0,890.0,,,661.008,,,,0.18,,,,7100.0,,7100.0,Microlensing,2019,Unknown
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,,0.9,,5.481164000000002,60.3874,60.3874,,,719.126,,,,0.14,,,,1930.0,,1930.0,Microlensing,2022,Neptune-like
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,4.51,,11.538505999999993,210.0,210.0,,,865.668,,,,1.11,,,,2510.0,,2510.0,Microlensing,2020,Gas Giant
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,,1.84,,11.505795999999997,2264.20957,2264.20957,,,811.822,,,,0.91,,,,6357.0,,6357.0,Microlensing,2023,Gas Giant
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,,1.9,,4.5374760000000025,2.5,2.5,,,731.408,,,,0.5,,,,980.0,,980.0,Microlensing,2021,Unknown
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,,3.0,,11.315457999999992,794.57102,794.57102,,,669.644,,,,0.6,,,,5100.0,,5100.0,Microlensing,2022,Unknown
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,,2.7,,5.409396000000005,37.1,37.1,,,643.476,,,,0.68,,,,5600.0,,5600.0,Microlensing,2022,Unknown
OGLE-TR-10 b,OGLE-TR-10,3.101278,0.0435,0.82,14.011,359.1479,359.1479,0.815,,1702.0,90.0,5950.0,1.17,1.14,0.188,0.15,4.18,1344.97,0.72138,1344.97,Transit,2004,Gas Giant
OGLE-TR-111 b,OGLE-TR-111,4.0144477,0.04689,0.54,11.781,247.9074,247.9074,0.84,,1019.0,88.25,5040.0,0.83,0.85,-0.339,0.19,4.54,1068.33,0.911592,1068.33,Transit,2004,Gas Giant
OGLE-TR-113 b,OGLE-TR-113,1.43247534,0.0229,0.15,18.224,432.2488,432.2488,1.32,528.41,1223.0,87.8,4588.0,0.82,0.78,-0.574,0.09,4.48,566.459,1.73751,566.459,Transit,2004,Gas Giant
OGLE-TR-132 b,OGLE-TR-132,1.68986531,0.03036,0.6,13.451,858.141,858.141,2.01,,1991.0,83.4,6210.0,1.32,1.3,0.371,0.37,4.3,2012.62,0.473468,2012.62,Transit,2004,Gas Giant
OGLE-TR-56 b,OGLE-TR-56,1.21191126,0.02385,0.67,15.278,1048.839,1048.839,1.59,,2482.0,77.6,6050.0,1.36,1.23,0.35,0.22,4.09,2164.25,0.451979,2164.25,Transit,2002,Gas Giant
OGLE2-TR-L9 b,OGLE2-TR-L9,2.48558064,0.04047,,36.509,1398.452,1398.452,1.25,4135.36,2045.0,82.19,6933.0,1.6,1.43,,-0.05,4.25,1627.63,0.586731,1627.63,Transit,2008,Gas Giant
PDS 70 b,PDS 70,43500.0,20.0,0.19,30.488,953.49,953.49,,,1204.0,140.0,3972.0,1.26,0.76,-0.456,,,113.064,8.81593,113.064,Imaging,2018,Gas Giant
PH2 b,PH2,282.52542,0.833,0.215,9.337,87.08498,87.08498,0.58,1.2,295.0,89.898,5734.0,0.95,0.97,-0.058,0.017,4.47,343.863,2.87962,343.863,Transit,2013,Unknown
Proxima Cen b,Proxima Cen,11.1868,0.04856,0.02,2.472192000000004,1.07,,,0.65,216.0,,2900.0,0.14,0.12,-2.796,,,1.30119,768.5,1.30119,Radial Velocity,2016,Unknown
Qatar-1 b,Qatar-1,1.42002444,0.02343,0.012,12.524,419.85343,419.85343,0.99,382.33,1231.0,84.08,4861.0,0.82,0.85,-0.438,0.2,4.55,185.615,5.35866,185.615,Transit,2010,Gas Giant
Qatar-10 b,Qatar-10,1.64532652,0.0286,0.0,17.295,233.92288,233.92288,0.248,1816.48,1955.0,85.87,6124.0,1.25,1.16,0.3,0.016,4.3,559.068,1.7599,559.068,Transit,2019,Gas Giant
Qatar-2 b,Qatar-2,1.33711656,0.02153,0.011,11.85,785.0401,785.0401,1.552,,1344.0,88.99,4645.0,0.71,0.74,-0.683,0.02,4.6,181.374,5.4849,181.374,Transit,2011,Gas Giant
Qatar-3 b,Qatar-3,2.50789979,0.03783,0.0,14.718,1369.8473,1369.8473,4.0,2704.96,1839.0,86.8,6007.0,1.27,1.15,0.279,-0.041,4.29,735.601,1.33157,735.601,Transit,2017,Gas Giant
Qatar-4 b,Qatar-4,1.80536403,0.02803,0.0,12.016,1938.763,1938.763,5.1,535.34,1227.0,87.5,5215.0,0.85,0.9,-0.318,0.103,4.53,329.036,3.01051,329.036,Transit,2017,Gas Giant
Qatar-5 b,Qatar-5,2.87929997,0.04127,0.0,12.092,1373.0256,1373.0256,3.95,693.23,1309.0,88.7,5747.0,1.08,1.13,0.056,0.377,4.43,367.658,2.69255,367.658,Transit,2017,Gas Giant
Qatar-7 b,Qatar-7,2.03202332,0.0352,0.0,19.055,597.5204,597.5204,0.502,2886.29,2053.0,89.0,6387.0,1.56,1.41,0.563,0.276,4.2,705.981,1.38842,705.981,Transit,2019,Gas Giant
Qatar-8 b,Qatar-8,3.7146458,0.0474,0.0,14.404,117.91493,117.91493,0.216,698.15,1457.0,84.6,5738.0,1.31,1.03,0.228,0.025,4.21,281.498,3.5238,281.498,Transit,2019,Gas Giant
Qatar-9 b,Qatar-9,1.54077512,0.0234,0.0,11.31,378.2177,378.2177,1.43,210.67,1134.0,89.23,4309.0,0.7,0.72,-0.821,0.252,4.61,213.771,4.649,213.771,Transit,2019,Gas Giant
TCP J05074264+2447555 b,TCP J05074264+2447555,,0.78,,3.800825999999995,19.0,19.0,,,730.176,,,,0.49,,,,429.0,,429.0,Microlensing,2018,Mini-Neptune
TIC 172900988 b,TIC 172900988 Aa,151.2,0.7474,0.11,11.27,603.87397,981.3,3.77,,955.52,90.5,6050.0,1.38,1.24,,0.34,4.25,250.956,3.95663,250.956,Transit,2021,Gas Giant
TOI-1130 b,TOI-1130,4.074554,0.0453,0.052162,3.66,19.8,19.8,2.23,78.1,825.0,87.49,4360.0,0.7,0.74,-0.854,0.11,4.55,58.2609,17.1355,58.2609,Transit,2020,Mini-Neptune
TOI-1130 c,TOI-1130,8.35038,0.0731,0.047,16.813,308.29355,308.29355,0.82704,30.0,650.0,87.61,4250.0,0.69,0.68,-0.854,0.2,4.6,58.2609,17.1355,58.2609,Transit,2020,Unknown
TOI-1136 c,TOI-1136,6.2569,0.067,0.0,2.769,7.6,7.6,1.93,232.39,965.0,88.8,5805.0,0.96,1.04,-0.027,0.075,4.49,84.5362,11.8003,84.5362,Transit,2022,Unknown
TOI-1136 d,TOI-1136,12.51861,0.107,0.0,4.621,12.3,12.3,0.68,626.36,766.0,89.2,5805.0,0.96,1.04,-0.027,0.075,4.49,84.5362,11.8003,84.5362,Transit,2022,Unknown
TOI-1136 e,TOI-1136,18.80693,0.14,0.0,2.546,24.0,24.0,8.0,48.48,669.0,89.2,5805.0,0.96,1.04,-0.027,0.075,4.49,84.5362,11.8003,84.5362,Transit,2022,Mini-Neptune
TOI-1136 f,TOI-1136,26.317822,0.175,0.0,3.736,32.0,32.0,3.0,26.43,598.0,89.3,5805.0,0.96,1.04,-0.027,0.075,4.49,84.5362,11.8003,84.5362,Transit,2022,Mini-Neptune
TOI-1181 b,TOI-1181,2.103189,0.0364,0.011,17.026,374.71969,374.71969,0.49,14140.0,1942.0,87.0,6054.0,1.96,1.47,0.642,0.38,4.02,302.819,3.274,302.819,Transit,2022,Gas Giant
TOI-1235 b,TOI-1235,3.444714,0.03826,0.049,1.69,6.69,6.69,7.25,60.3,775.0,88.9,3997.0,0.62,0.63,-1.054,0.33,4.64,39.6345,25.2016,39.6345,Transit,2020,Hot Super-Earth
TOI-125 b,TOI-125,4.651853,0.05186,0.194,2.726,9.5,9.5,2.57,185.0,1037.0,88.92,5282.0,0.85,0.87,-0.293,0.069,4.52,111.059,8.97546,111.059,Transit,2019,Unknown
TOI-125 c,TOI-125,9.154545,0.0814,0.066,2.759,6.63,6.63,1.73,77.59,828.0,88.54,5282.0,0.85,0.87,-0.293,0.069,4.52,111.059,8.97546,111.059,Transit,2019,Unknown
TOI-1266 b,TOI-1266,10.894841,0.0728,0.22,2.62,4.23,4.23,1.3,5.5,425.0,89.13,3618.0,0.44,0.43,-1.538,-0.195,4.79,36.0118,27.7397,36.0118,Transit,2020,Unknown
TOI-1266 c,TOI-1266,18.801611,0.1047,0.34,2.13,2.88,2.88,1.6,2.7,354.0,89.15,3618.0,0.44,0.43,-1.538,-0.195,4.79,36.0118,27.7397,36.0118,Transit,2020,Unknown
TOI-1268 b,TOI-1268,8.157728,0.0688,0.12,8.373,96.4,96.4,0.71,91.1,919.0,89.552,5257.0,0.86,0.9,,0.17,4.52,109.557,9.09906,109.557,Transit,2022,Unknown
TOI-1288 b,TOI-1288,2.6998279,0.0374,0.0,4.968,44.1,44.1,1.97,1198.41,1203.0,88.3,5388.0,0.96,0.96,-0.155,0.257,4.45,114.865,8.67701,114.865,Transit,2022,Unknown
TOI-1296 b,TOI-1296,3.9443736,0.051,0.0,14.116,95.3,95.3,0.19,1078.6,1415.0,88.81,5567.0,1.7,1.16,0.402,0.405,4.04,323.265,3.06475,323.265,Transit,2021,Unknown
TOI-1298 b,TOI-1298,4.537143,0.057,0.0,9.658,99.0,99.0,0.6,732.01,1278.0,88.96,5752.0,1.45,1.22,0.321,0.397,4.19,319.036,3.1056,319.036,Transit,2021,Unknown
TOI-1338 b,TOI-1338 A,95.4001,0.4607,0.0331,7.661,11.3,11.3,0.36,0.99,255.0,90.494,6050.0,1.31,1.09,,0.01,4.0,399.017,2.47735,399.017,Transit,2020,Unknown
TOI-1467 b,TOI-1467,5.97114713,0.050748,0.0,1.92,9.0,9.0,11.0,18.13,506.0,88.98,3834.0,0.49,0.49,-1.42,-0.062,4.77,37.4418,26.6793,37.4418,Transit,2024,Hot Super-Earth
TOI-150.01,TOI-150,5.8574204,0.07037,0.262,14.067,797.7533,797.7533,1.68,750.92,1404.0,88.09,6003.0,1.55,1.25,0.497,0.235,4.15,336.267,2.94497,336.267,Transit,2019,Gas Giant
TOI-157 b,TOI-157,2.08453882,0.03138,0.0,14.415,375.0394,375.0394,0.686,1062.0,1588.0,82.01,5404.0,1.17,0.95,0.02,0.24,4.28,355.683,2.78274,355.683,Transit,2020,Gas Giant
TOI-1634 b,TOI-1634,0.9893455,0.0149,0.0,1.773,7.57,7.57,7.6,121.0,920.0,86.98,3472.0,0.45,0.45,-1.578,0.19,4.79,35.2736,28.321,35.2736,Transit,2021,Unknown
TOI-1685 b,TOI-1685,0.66913924,0.01138,0.0,1.468,3.03,3.03,5.3,236.0,1062.0,87.17,3575.0,0.46,0.45,-1.515,0.3,4.85,37.6153,26.5561,37.6153,Transit,2021,Unknown
TOI-169 b,TOI-169,2.2554454,0.03524,0.0,12.173,251.40353,251.40353,0.76,1443.0,1715.0,80.98,5880.0,1.29,1.15,0.253,0.24,4.28,407.84,2.42328,407.84,Transit,2020,Gas Giant
TOI-1694 b,TOI-1694,3.770107,0.045,0.0,5.342,31.3,31.3,1.13,195.29,943.0,88.17,5058.0,0.8,0.85,-0.418,0.131,4.56,124.68,7.99182,124.68,Transit,2023,Unknown
TOI-1710 b,TOI-1710,24.283377,0.166,0.0,5.203,22.4,22.4,0.87,33.0,603.0,89.8,5684.0,0.96,1.03,-0.063,0.147,4.49,81.2271,12.2823,81.2271,Transit,2022,Unknown
TOI-1728 b,TOI-1728,3.491405,0.0391,0.057,5.05,26.78,26.78,1.14,57.78,767.0,88.31,3980.0,0.62,0.65,-1.056,0.25,4.66,60.798,16.4191,60.798,Transit,2020,Unknown
TOI-1736 b,TOI-1736,7.073076,0.073,0.0,3.182,12.3,12.3,2.09,329.6,1100.0,87.3,5636.0,1.43,1.04,0.271,0.148,4.14,88.9482,11.2138,88.9482,Transit,2023,Unknown
TOI-1759 b,TOI-1759,18.85018,0.115,0.0,3.12,15.0,15.0,3.0,6.39,388.0,89.72,3930.0,0.57,0.57,-1.149,0.082,4.67,40.0654,24.9302,40.0654,Transit,2022,Mini-Neptune
TOI-1798.02,TOI-1798,0.43781182,0.010789,0.0,1.464,5.6,5.6,11.17,3345.44,1936.0,,5165.0,0.78,0.87,-0.416,0.073,4.57,113.181,8.80653,113.181,Transit,2024,Unknown
TOI-1807 b,TOI-1807,0.54937097,0.0122,0.0,1.497,2.44,2.44,3.98,1407.22,1694.0,82.0,4914.0,0.75,0.8,-0.533,0.044,4.6,42.5775,23.4577,42.5775,Transit,2021,Unknown
TOI-1842 b,TOI-1842,9.5739181,0.1,0.276,12.349,89.4,89.4,0.26,354.64,1200.0,87.0,6039.0,2.03,1.46,0.695,0.332,3.99,223.465,4.44667,223.465,Transit,2021,Unknown
TOI-2076 b,TOI-2076,10.355096,0.088,0.0,2.771,16.1,16.1,4.1,84.06,688.0,88.9,5192.0,0.8,0.86,-0.378,0.02,4.57,41.9091,23.8322,41.9091,Transit,2021,Mini-Neptune
TOI-2076 c,TOI-2076,21.015327,0.142,0.0,3.694,55.0,55.0,6.0,32.7,543.0,89.84,5192.0,0.8,0.86,-0.378,0.02,4.57,41.9091,23.8322,41.9091,Transit,2021,Unknown
TOI-2076 d,TOI-2076,35.125686,0.199,0.0,3.431,29.0,29.0,4.0,16.5,458.0,88.607,5192.0,0.8,0.86,-0.378,0.02,4.57,41.9091,23.8322,41.9091,Transit,2021,Mini-Neptune
TOI-2136 b,TOI-2136,7.851928,0.057,0.0,2.19,6.37,6.37,3.34,4.0,395.0,89.4,3342.0,0.34,0.34,-1.886,0.03,4.91,33.3631,29.9445,33.3631,Transit,2022,Hot Super-Earth
TOI-216.01,TOI-216,34.5073,0.2069,0.0046,10.1,177.98391,177.98391,0.76,10.1,497.0,89.83,5026.0,0.84,0.87,,0.32,4.66,177.945,5.59094,177.945,Transit,2019,Unknown
TOI-216.02,TOI-216,17.203,0.1293,0.16,8.0,18.75188,18.75188,0.34,25.9,628.0,88.364,5026.0,0.84,0.87,,0.32,4.66,177.945,5.59094,177.945,Transit,2019,Unknown
TOI-2180 b,TOI-2180,260.1706,0.828,0.3683,11.321,875.61726,875.61726,3.32,2.71,348.0,89.955,5695.0,1.64,1.11,0.406,0.253,4.06,116.685,8.54116,116.685,Transit,2022,Unknown
TOI-270 b,TOI-270,3.360156,0.03197,0.034,1.206,1.58,1.58,4.97,19.93,581.0,88.65,3386.0,0.38,0.4,-1.77,-0.17,4.87,22.4793,44.4565,22.4793,Transit,2019,Unknown
TOI-270 c,TOI-270,5.6605746,0.04526,0.027,2.355,6.15,6.15,2.6,9.94,488.0,89.53,3386.0,0.38,0.4,-1.77,-0.17,4.87,22.4793,44.4565,22.4793,Transit,2019,Hot Super-Earth
TOI-270 d,TOI-270,11.38014,0.0721,0.0,2.19,4.78,4.78,2.72,3.92,387.0,89.68,3386.0,0.38,0.4,-1.77,-0.17,4.87,22.4793,44.4565,22.4793,Transit,2019,Unknown
TOI-3894 b,TOI-3894,4.3345401,0.0543,0.048,15.222,270.15415,270.15415,0.418,546.9,1519.0,84.86,6000.0,1.5,1.14,0.419,0.021,4.14,417.365,2.36719,417.365,Transit,2024,Gas Giant
TOI-4201 b,TOI-4201,3.5819232,0.03944,0.062,12.69,825.0,825.0,2.22,49.6,739.0,88.24,3920.0,0.62,0.63,-1.092,0.3,4.65,189.011,5.26193,189.011,Transit,2023,Unknown
TOI-421 c,TOI-421,16.067541,0.117,0.19,5.09,14.1,14.1,0.58996,34.32,635.0,88.353,5291.0,0.87,0.83,,-0.044,4.48,74.7969,13.3407,74.7969,Transit,2020,Unknown
TOI-481 b,TOI-481,10.3311565,0.097,0.153,11.097,486.2799,486.2799,,253.13,1370.0,89.2,5735.0,1.66,1.14,0.435,0.26,4.06,179.366,5.54651,179.366,Transit,2020,Gas Giant
TOI-519 b,TOI-519,1.26523248,0.01648,0.048,11.87,166.85991,166.85991,0.551,54.0,754.0,88.19,3354.0,0.36,0.37,-1.836,0.265,4.9,115.557,8.62578,115.557,Transit,2021,Unknown
TOI-5301 b,TOI-5301,5.858858,0.0726,0.33,13.193,1160.07369,1160.07369,2.77,429.79,1655.0,83.1,6240.0,2.19,1.48,0.816,0.03,3.93,629.161,1.56081,629.161,Transit,2024,Gas Giant
TOI-561 b,TOI-561,0.44656895,0.0104,0.0,1.457,3.0,3.0,5.3,4745.0,2135.0,87.9,5342.0,0.86,0.76,-0.268,-0.303,4.45,85.799,11.6268,85.799,Transit,2020,Unknown
TOI-561 c,TOI-561,10.778849,0.087,0.0,2.927,6.9,6.9,1.5,68.2,739.0,89.53,5342.0,0.86,0.76,-0.268,-0.303,4.45,85.799,11.6268,85.799,Transit,2020,Unknown
TOI-677 b,TOI-677,11.2366063,0.1038,0.435,13.115,392.83788,392.83788,,37.63,1252.0,87.63,6295.0,1.28,1.18,,0.0,4.29,141.812,7.02284,141.812,Transit,2020,Gas Giant
